Município,Código,Gentílico,Prefeito_2017,Área_Territorial_2018,População_estimada_pessoas_2019,Densidade_demográfica_2010,Escolarização_6_a_14_anos_%_2010,IDHMunicipal_2010,Mortalidade_infantil_óbitos_por_mil_nascidos_vivos_2017,Receitas_realizadas_×1000_2017,Despesas_empenhadas_×1000_2017,PIB_per_capita_2017
Embu-Guaçu,3515103,embu-guaçuense,MARIA LUCIA DA SILVA MARQUES,"155,641",69385,"403,32","97,1","0,749","5,95","146776,5067","127155,6931","15284,76"
Emilianópolis,3515129,emilianópolense,JOÃO BATISTA AMARAL,"225,167",3214,"13,45","97,3","0,727",25,"16099,47556","13958,66666","18994,35"
Engenheiro Coelho,3515152,engenheiro coelhense,PEDRO FRANCO DE OLIVEIRA,"109,941",20773,"142,99","98,5","0,732","7,35","54941,01639","50224,9802","30601,28"
Espírito Santo do Pinhal,3515186,pinhalense,SERGIO DEL BIANCHI JUNIOR,"389,235",44330,"107,61","97,9","0,787","4,18","109535,8168","98304,15753","28503,78"
Espírito Santo do Turvo,3515194,espírito santense,AFONSO NASCIMENTO NETO,"193,666",4829,"21,92","97,4","0,696","45,45","20621,28969","17942,54007","15178,53"
Estrela d'Oeste,3515202,estrelense,ANTONIO VALTER DOS SANTOS,"296,281",8419,"27,69",99,"0,76","18,35","35526,62856","32891,95349","101518,88"
Estrela do Norte,3515301,estrelense,CICERO CIRINO DA SILVA,"264,987",2766,"10,09","98,9","0,74","27,78","16898,17931","14342,14864","23282,62"
Euclides da Cunha Paulista,3515350,euclidense,CHRISTIAN FUZIKI IKEDA,"573,894",9371,"16,66","98,5","0,704","27,27","29092,25561","26471,53319","11500,68"
Fartura,3515400,farturense,HAMILTON CESAR BORTOTTI,"429,171",16036,"35,7","97,4","0,732",5,"49079,06304","43959,59744","24248,01"
Fernandópolis,3515509,fernandopolense,ANDRÉ GIOVANNI PESSUTO CANDIDO,"549,797",69116,"117,62","99,4","0,797","17,65","199250,692","174683,3897","28109,45"
Fernando Prestes,3515608,fernando-prestense,BENTO LUCHETTI JUNIOR,"169,99",5783,"32,43","96,5","0,758","14,93","22629,27511","19679,36307","34512,03"
Fernão,3515657,fernãoense,ADELCIO APARECIDO MARTINS,"100,504",1716,"15,51","99,1","0,703","55,56","16383,49427","11484,03755","27240,48"
Ferraz de Vasconcelos,3515707,ferrazense,JOSÉ CARLOS FERNANDES CHACON,"29,564",194276,"5692,55","97,6","0,738","11,03","323758,5102","267262,321","15830,42"
Flora Rica,3515806,flora-riquense,JOSE DE CASTRO AGUIAR FILHO,"224,711",1464,"7,78","99,1","0,727","45,45","14076,60941","12147,19562","24976,72"
Floreal,3515905,florealense,JOÃO MANOEL DE CASTILHO,"204,236",2917,"14,7","96,2","0,747","55,56","21076,83759","17439,96057","19937,6"
Flórida Paulista,3516002,floridense,WILSON FROIO JUNIOR,"524,138",14640,"24,47","98,9","0,715","23,08","36645,52178","31878,61943","13775,64"
Florínea,3516101,florinense ou florineano,PAULO EDUARDO PINTO,"225,886",2676,"12,54","96,6","0,713",25,"19383,35856","16583,3992","83992,2"
Franca,3516200,francano,GILSON DE SOUZA,"605,679",353187,"526,09","98,2","0,78","8,8","720800,1049","693764,8677","27097,66"
Francisco Morato,3516309,moratense,RENATA TORRES DE SENE,"49,001",175844,"3147,8","95,8","0,703","10,93","322463,65","283061,8822","8535,03"
Franco da Rocha,3516408,franco-rochense,FRANCISCO DANIEL CELEGUIM DE MORAIS,"132,775",154489,"980,95","95,7","0,731","14,24","323543,7056","283285,6406","20265,91"
Gabriel Monteiro,3516507,monteirense,VANDERLEI ANTONINHO MENDONÇA,"138,681",2776,"19,55","99,7","0,763",40,"15779,89789","13892,2692","27089,48"
Gália,3516606,galiense,RENATO INACIO GONÇALVES,"355,914",6548,"19,69",97,"0,709","38,46","24207,35271","20712,8507","20344,84"
Garça,3516705,garcense,JOAO CARLOS DOS SANTOS,"555,807",44390,"77,6","98,1","0,769","16,98","154647,8558","136606,8368","25999,84"
Gastão Vidigal,3516804,vidigalense,ROBERTO CARLOS DA SILVA BRESEGHELLO,"180,569",4808,"23,17","96,6","0,723","45,45","19004,98059","15221,79347","14241,82"
Gavião Peixoto,3516853,gavionense,GUSTAVO MARTINS PICCOLO,"243,766",4789,"18,13","98,7","0,719","14,49","45966,25853","37048,95802","177213,56"
General Salgado,3516903,salgadense,LEANDRO ROGERIO DE OLIVEIRA,"494,376",10869,"21,63","98,5","0,747","8,2","42540,83689","44198,69202","23729,64"
Getulina,3517000,getulinense,ANTONIO CARLOS MAIA FERREIRA,"676,755",11409,"15,86","99,4","0,717",10,"31784,07308","27480,55568","17172,85"
Glicério,3517109,glicerense,ILDO DE SOUZA,"272,8",4815,"16,69","98,5","0,735","15,38","21450,50411","18523,22084","20221,31"
Guaiçara,3517208,guaiçarense,OSVALDO AFONSO COSTA,"277,154",12168,"39,35","98,4","0,739","12,5","34948,99189","29777,61906","15609,27"
Guaimbê,3517307,guaimbeense,ALBERTINO DOMINGUES BRANDÃO,"217,811",5765,"24,88",99,"0,728","11,24","23824,10387","19316,37921","12562,26"
Guaíra,3517406,guairense,JOSÉ EDUARDO COSCRATO LELIS,"1258,465",40790,"29,72","97,8","0,753","6,26","184411,2506","156565,5477","91773,43"
Guapiaçu,3517505,guapiaçuense,CARLOS CESAR ZAITUNE,"325,126",21454,55,98,"0,725","4,17","77410,71367","61872,92947","25632,58"
Guapiara,3517604,guapiense,JUSMARA RODOLFO PASSARO,"408,292",17157,"44,08","96,7","0,675","36,76","50172,88751","44567,50092","17979,36"
Guará,3517703,guaraense,MARCO AURÉLIO MIGLIORI,"362,183",21220,"54,78",98,"0,718","4,17","64882,21666","54904,99999","20036,12"
Guaraçaí,3517802,guaraçaiense,NELSON KAZUMI TANAKA,"569,197",8323,"14,8",98,"0,719","42,25","30110,64922","25902,89786","27048,5"
Guaraci,3517901,guaraciense,ELSON MACHADO SILVEIRA,"641,501",11188,"15,55",97,"0,737","16,26","52473,47949","47172,14591","34356,04"
Guarani d'Oeste,3518008,guaraniense,NILSON TIMPORIM CAFFER,"85,7",2000,"23,03","95,6","0,732",50,"15147,01797","11610,59837","16860,59"
Guarantã,3518107,guarantãense,CLAUDIO JOSE DA TRINDADE,"461,746",6664,"13,89","98,9","0,713","44,12","23152,79477","18916,66553","24977,66"
Guararapes,3518206,guararapense,TAREK DARGHAM,"955,637",32939,"31,99","99,6","0,763","10,81","93651,17078","86915,60146","30233,85"
Guararema,3518305,guararemense,ADRIANO DE TOLEDO LEITE,"270,816",29798,"95,43","97,3","0,731","9,85","165358,3809","161319,6078","33161,69"
Guaratinguetá,3518404,guaratinguetaense,MARCUS AUGUSTIN SOLIVA,"752,636",121798,"148,91","97,8","0,798","13,79","314633,1417","304895,5347","43828,48"
Guareí,3518503,guareiense,JOSÉ AMADEU DE BARROS,"567,884",18520,"25,72","96,3","0,687","6,58","43590,84558","36441,06027","13664,68"
Guariba,3518602,guaribense,FRANCISCO DIAS MANÇANO JUNIOR,"270,289",40105,"131,29","97,3","0,719","9,96","112249,8469","94828,85351","22680,97"
Guarujá,3518701,guarujaense,VALTER SUMAN,"144,794",320459,"2026,8","95,9","0,751","18,51","1349179,761","1153554,186","27220,37"
Guarulhos,3518800,guarulhense,GUSTAVO HENRIC COSTA,"318,675",1379182,"3834,51","97,1","0,763","11,59","4189490,678","3985438,681","41318,74"
Guatapará,3518859,guataparaense,JURACI COSTA DA SILVA,"413,567",7656,"16,84","99,1","0,743","18,18","32270,6323","26671,09258","28824,48"
Guzolândia,3518909,guzolandense,LUIZ ANTONIO PEREIRA DE CARVALHO,"252,477",5267,"18,86","85,3","0,697","16,13","20936,0177","17601,96305","11900,44"
Herculândia,3519006,herculandense,RICHARDSON BRANCO NUNES,"364,252",9526,"23,85","98,4","0,727","9,71","26291,34958","22891,195","32176,87"
Holambra,3519055,holambrense,FERNANDO FIORI DE GODOY,"65,577",14930,"172,3","98,8","0,793","4,67","77486,37455","67934,48903","64813,35"
Hortolândia,3519071,hortolandense,ANGELO AUGUSTO PERUGINI,"62,416",230851,"3094,16","97,5","0,756","8,08","780150,0722","674186,1963","58188,31"
Iacanga,3519105,iacanguense,ISMAEL EDSON BOIANI,"547,393",11710,"18,29","96,7","0,745","7,63","48461,83495","41283,8993","36426,05"
Iacri,3519204,iacriano,CARLOS ALBERTO FREIRE,"321,948",6321,"19,9","99,4","0,733","17,86","20293,12789","17172,47081","31973,81"
Iaras,3519253,iarense,FRANCISCO PINTO DE SOUZA,"401,381",9240,"15,89","98,5","0,674","54,05","26898,17696","23493,36282","14701,4"
Ibaté,3519303,ibateense,JOSE LUIZ PARELLA,"290,978",35104,"105,74","97,6","0,703","3,98","90979,69721","82515,37296","26759,56"
Ibirá,3519402,ibiraense,EDVARD ALBERTO COLOMBO,"271,912",12393,"40,07","98,4","0,74","13,7","40858,64405","37142,19875","20329,69"
Ibirarema,3519501,ibiraremense,THIAGO ANTÔNIO BRIGANÓ,"228,23",7753,"29,45","97,4","0,708","29,85","27436,90193","23891,56961","23927,43"
Ibitinga,3519600,ibitinguense,CRISTINA MARIA KALIL ARANTES,"689,391",60033,"77,12","95,8","0,747","13,48","145376,4727","134351,7313","25233,68"
Ibiúna,3519709,ibiunense,JOÃO BENEDICTO DE MELLO NETO,"1058,082",78878,"67,31","95,8","0,71","12,74","199573,1926","184089,2641","21050,04"
Icém,3519808,icense,MARIA DE LOURDES GOMES DA SILVA DE MORAI,"362,355",8243,"20,58","98,5","0,72","27,27","35974,86526","33595,75417","22073,15"
Iepê,3519907,iepense,ANTONIO MENOCCI,"594,974",8159,"12,81","97,9","0,736","19,42","34905,48075","30166,2191","30222,73"
Igaraçu do Tietê,3520004,iguaraçuense,CARLOS ALBERTO VARASQUIM,"97,747",24674,"239,07","98,8","0,727","20,76","65624,76233","59175,84358","12177,1"
Igarapava,3520103,igarapavense,JOSE RICARDO RODRIGUES MATTAR,"468,355",30432,"59,7","97,8","0,768","6,71","90033,56975","82825,3599","35787,31"
Igaratá,3520202,igaratense,CELSO FORTES PALAU,"292,953",9534,"30,14","99,1","0,711","8,2","42457,14188","38532,21607","23020,44"
Iguape,3520301,iguapense,WILSON ALMEIDA LIMA,"1978,795",30857,"14,58","99,5","0,726","32,79","104794,1418","89269,86164","26430,11"
Ilhabela,3520400,ilhabelense,MARCIO BATISTA TENÓRIO,"346,389",34970,"81,13","98,3","0,756","9,43","635442,1403","417017,9124","184493,91"
Ilha Comprida,3520426,ilha compridense,GERALDINO BARBOSA DE OLIVEIRA JÚNIOR,"196,567",11166,"47,01","98,2","0,725","6,29","93861,35487","93029,52622","65028,5"
Ilha Solteira,3520442,ilhense,EDSON GOMES,"652,641",26686,"38,42","99,3","0,812","14,04","129475,8982","111432,1198","23641,14"
Indaiatuba,3520509,indaiatubano,NILSON ALCIDES GASPAR,"311,545",251627,"646,11","98,2","0,788","9,7","1136120,633","959512,3752","56301,42"
Indiana,3520608,indianense,CELEIDE APARECIDA FLORIANO,"129,367",4885,"38,11",98,"0,761","18,18","16701,6143","15678,78153","12414,47"
Indiaporã,3520707,indiaporãense,ELAINE ALVARES SILVEIRA ROCHA,"279,606",3897,"13,96","98,5","0,751","20,41","21291,88555","18982,09407","23480,79"
Inúbia Paulista,3520806,inubense,JOAO SOARES DOS SANTOS,"87,119",3991,"41,53","98,3","0,759",-,"16473,58183","14359,47921","35570,58"
Ipaussu,3520905,ipauçuense,SERGIO GALVANIN GUIDIO FILHO,"209,554",14971,"65,17","97,9","0,727","15,71","47999,30933","42594,93842","24913,92"
Iperó,3521002,iperoense,VANDERLEI POLIZELI,"170,289",37133,"166,2","98,9","0,719","11,49","91127,24315","82686,38315","16164,47"
Ipeúna,3521101,ipeunense,JOSE ANTONIO DE CAMPOS,"190,01",7546,"31,66","98,8","0,753","9,62","30813,47041","26383,76638","97251,2"
Ipiguá,3521150,ipiguaense,EMILIO PAZIANOTO,"136,028",5392,"32,89","98,5","0,73",20,"22996,58464","18141,67521","19439,57"
Iporanga,3521200,iporanguense,VALMIR DA SILVA,"1152,059",4218,"3,73","97,3","0,703","17,54","22215,41828","19385,15534","11743,97"
Ipuã,3521309,ipuãnense,JOSE FRANCISCO SOUZA AVILA,"466,461",16409,"30,37",98,"0,749","10,53","59873,28611","54485,04373","23807,09"
Iracemápolis,3521408,iracemapolense,FABIO FRANCISCO ZUZA,"115,118",24235,"173,99","95,7","0,776","8,62","78956,61562","76107,80334","56294,14"
Irapuã,3521507,irapuense,HAROLDO JOSE PEREIRA CIOCCA,"257,612",7993,"28,21","97,9","0,713","12,5","23318,09912","20794,86392","18961,09"
Irapuru,3521606,irapuruense,SILVIO USHIJIMA,"214,461",8294,"36,24","95,1","0,712",25,"20510,70134","18151,40176","10461,33"
Itaberá,3521705,itaberaense,ALEX ROGERIO CAMARGO DE LACERDA,"1100,247",17556,"16,08","97,9","0,693","32,26","58975,34391","52125,4518","29927,37"
Itaí,3521804,itaiense,THIAGO DOS SANTOS MICHELIN,"1092,884",27125,"22,17","97,9","0,713","3,03","99937,16476","76142,01532","22159,23"
Itajobi,3521903,itajobiense,LAIRTO LUIZ PIOVESANA FILHO,"502,066",15262,"28,99","94,9","0,73","17,24","77701,93202","63681,73156","78173,65"
Itaju,3522000,itajuense,JOSE LUIS FURCIN,"230,355",3835,"14,12","98,7","0,705","31,25","18533,45513","15729,53704","29092,19"
Itanhaém,3522109,itanhaense,MARCO AURELIO GOMES DOS SANTOS,"601,711",101816,"144,69","97,5","0,745","7,2","399005,3954","378386,3151","18811,6"
Itaoca,3522158,itaoquense,FREDERICO DIAS BATISTA,"183,015",3328,"17,64","98,8","0,68","47,62","17318,47582","16178,57517","11682,88"
Itapecerica da Serra,3522208,itapecericano,JORGE JOSÉ DA COSTA,"150,742",175693,"1011,57","96,8","0,742","10,39","427264,5059","366304,8469","19200,84"
Itapetininga,3522307,itapetingano,SIMONE APARECIDA CURRALADAS DOS SANTOS,"1789,35",163901,"80,65","96,4","0,763","15,6","448514,174","426754,6016","27855,67"
Itapeva,3522406,itapevense,LUIZ ANTONIO HUSSNE CAVANI,"1826,258",94354,"48,05","98,4","0,732","8,01","324342,2398","263972,648","25345,44"
Itapevi,3522505,itapeviense,IGOR SOARES EBERT,"82,658",237700,"2428,88","96,5","0,735","11,69","716998,9369","533970,6681","50533,58"
Itapira,3522604,itapirense,JOSE NATALINO PAGANINI,"518,416",74773,"132,21",98,"0,762","23,66","266467,3163","250340,3964","46827,69"
Itapirapuã Paulista,3522653,itapirapuã paulistense,JOAO BATISTA DE ALMEIDA CESAR,"406,478",4241,"9,55",99,"0,661","30,3","20170,10041","15842,4124","9131,97"
Itápolis,3522703,itapolitano,EDMIR ANTONIO GONÇALVES,"996,747",43120,"40,18","98,4","0,744","13,19","120554,9277","108053,1391","32121,54"
Itaporanga,3522802,itaporanguense,VILSON APARECIDO RODRIGUES,"507,997",15149,"28,66","97,9","0,719","20,2","32658,74372","34982,69882","20382,91"
Itapuí,3522901,itapuiense,ANTONIO ALVARO DE SOUZA,"140,023",13992,"86,46","96,5","0,725","32,47","49511,33824","40320,40542","45673,26"
Itapura,3523008,itapurense,FABIO DOURADO,"301,653",4906,"14,46",98,"0,72",25,"28077,67865","22979,43781","21217,12"
Itaquaquecetuba,3523107,itaquaquecetubano,MAMORU NAKASHIMA,"82,622",370821,"3895,24","96,4","0,714","12,92","628167,6763","573772,8689","19221,3"
Itararé,3523206,itarareense,HELITON SCHEIDT DO VALLE,"1003,86",50503,"47,76",98,"0,703","15,55","113321,6603","100270,3888","17375,57"
Itariri,3523305,itaririense,DINAMERICO GONÇALVES PERONI,"273,667",17436,"56,53","96,4","0,677","12,82","39544,6352","34886,20054","15794,25"
Itatiba,3523404,itatibense,DOUGLAS AUGUSTO PINHEIRO DE OLIVEIRA,"322,276",120858,"314,9","97,8","0,778","8,54","373051,5799","368195,9096","47778,72"
Itatinga,3523503,itatinguense,JOÃO BOSCO BORGES,"979,817",20697,"18,42",98,"0,706","3,64","69737,5931","60680,49774","15435,84"
Itirapina,3523602,itirapinense,JOSE MARIA CANDIDO,"564,603",18157,"27,49","97,8","0,724","11,7","69875,11967","63369,74657","21959,99"
Itirapuã,3523701,itirapuãnense,RUI GONÇALVES,"161,118",6499,"36,71","99,1","0,707","28,99","20045,65674","17688,96235","12222,24"
Itobi,3523800,itobiano,ANTONIO ELIAS FILHO,"138,986",7841,"54,2","98,6","0,717","35,71","18360,75407","16579,64617","15706,27"
Itu,3523909,ituano,GUILHERME DOS REIS GAZZOLA,"640,719",173939,"241,01","94,3","0,773","11,21","629552,2093","530163,513","44504,91"
Itupeva,3524006,itupevense,MARCO ANTONIO MARCHI,"200,816",61252,"223,38","97,4","0,762","16,53","256241,7885","225371,5149","107387,5"
Ituverava,3524105,ituveravense,ADRIANA QUIREZA JACOB LIMA MACHADO,"704,659",41824,"54,87","97,9","0,765","6,24","150382,9936","136066,5704","39097,45"
Jaborandi,3524204,jaborandiense,MARCOS ANTONIO DANIEL,"273,438",6929,"24,11","98,3","0,711","48,39","29164,17778","25815,7643","20543,76"
Jaboticabal,3524303,jaboticabalense,JOSÉ CARLOS HORI,"706,602",77263,"101,42","97,9","0,778","13,02","291166,4683","269874,4449","35944,33"
Jacareí,3524402,jacareiense,IZAIAS JOSÉ DE SANTANA,"464,272",233662,"454,94","98,3","0,777","11,05","915153,6811","795619,4728","50886,68"
Jaci,3524501,jaciense,RAFAEL TRÍDICO,"145,133",7067,"38,87","97,7","0,723","11,49","28177,56046","23168,48995","50969,68"
Jacupiranga,3524600,jacupiranguense,DEBORA CRISTINA VOLPINI,"704,189",17866,"24,44","97,4","0,717","11,45","49043,22183","42477,18526","33783,26"
Jaguariúna,3524709,jaguariunense,MÁRCIO GUSTAVO BERNARDES REIS,"141,391",57488,"313,37",98,"0,784","8,75","380624,363","302431,475","209320,86"
Jales,3524808,jalesense,FLAVIO PRANDI FRANCO,"368,574",49107,"127,57","98,9","0,776","9,69","145298,8394","135606,8203","28394,63"
Jambeiro,3524907,jambeirense,CARLOS ALBERTO DE SOUZA,"184,413",6602,"29,01","97,7","0,756","59,7","31790,23821","27670,64067","36787,92"
Jandira,3525003,jandirense,PAULO FERNANDO BARUFI DA SILVA,"17,449",124937,"6207,76","96,9","0,76","11,67","52875,34693","235985,8392","33158,63"
Jardinópolis,3525102,jardinopolense,JOÃO CIRO MARCONI,"501,87",44380,"74,99","97,1","0,735","14,52","129583,7596","120447,7493","24993,12"
Jarinu,3525201,jarinuense,ELIANE LORENCINI CAMARGO,"207,549",30044,"114,85","98,2","0,733","6,33","111672,997","107960,0367","78890,07"
Jaú,3525300,jauense,RAFAEL LUNARDELLI AGOSTINI,"687,103",150252,"191,09","97,8","0,778","11,66","384451,3589","361304,59","31163,28"
Jeriquara,3525409,jeriquarense,EDER LUIZ CARVALHO GONÇALVES,"141,971",3159,"22,26",98,"0,703","20,83","17853,98056","15767,01664","26095,3"
Joanópolis,3525508,joanopolitano,MAURO APARECIDO GARCIA BANHOS,"374,293",13220,"31,44","95,8","0,699","7,25","39221,68807","35825,19274","16043,39"
João Ramalho,3525607,ramalhense,WAGNER MATHIAS,"415,452",4523,"9,99","99,4","0,741","16,13","25663,13317","19048,1281","40077,94"
José Bonifácio,3525706,bonifacense,CELSO OLIMAR CALGARO,"860,2",37015,"38,1",99,"0,777","4,26","103318,5311","85049,46331","38399,66"
Júlio Mesquita,3525805,júlio-mesquitense,JOSE CARLOS MIRA,"128,183",4776,"34,55","97,7","0,716","34,48","18017,77347","16294,30831","10875,6"
Jumirim,3525854,jumirense,DARCI SCHIAVI,"56,685",3367,"49,36","99,2","0,741","29,41","19564,13502","15938,5812","32107,9"
Jundiaí,3525904,jundiaiense,LUIZ FERNANDO ARANTES MACHADO,"431,207",418962,"858,42","98,2","0,822","10,55","2111466,93","1856200,085","100679,5"
Junqueirópolis,3526001,junqueiropolense,HELIO APARECIDO MENDES FURINI,"582,565",20679,"32,12","96,8","0,745","8,55","67489,3831","60105,34605","30128,38"
Juquiá,3526100,juquiaense,RENATO DE LIMA SOARES,"812,799",18812,"23,68","97,7","0,7","17,99","51990,46401","43324,19616","18842,54"
Juquitiba,3526209,juquitibense,AYRES SCORSATTO,"522,169",31444,"55,03","98,5","0,709","4,42","79486,51362","73190,19701","15653,16"
Lagoinha,3526308,lagoinhense,TIAGO MAGNO DE OLIVEIRA,"255,472",4896,"18,95",99,"0,693",40,"18654,63669","15385,31473","11048,85"
Laranjal Paulista,3526407,laranjalense,ALCIDES DE MOURA CAMPOS JUNIOR,"384,274",28516,"65,75","98,1","0,729","9,04","87439,74193","80132,34929","36123,07"
Lavínia,3526506,lavinense,CLOVIS IZIDIO DE ALMEIDA,"537,675",11980,"16,33","98,6","0,721","14,49","40123,56455","31920,57164","13224,6"
Lavrinhas,3526605,lavrinhense,SERGIO RUGGERI DE MELO,"167,067",7260,"39,45","98,5","0,729","30,93","23388,76075","21425,97988","15329,69"
Leme,3526704,lemense,WAGNER RICARDO ANTUNES FILHO,"402,871",103391,"227,75","97,7","0,744","9,07","321603,552","282627,0627","29434,15"
Lençóis Paulista,3526803,lençoiense,ANDERSON PRADO DE LIMA,"809,541",68432,"75,88",99,"0,764","5,81","277427,3628","209268,7412","38248,16"
Limeira,3526902,limeirense,MÁRIO CELSO BOTION,"580,711",306114,"475,32","97,7","0,775","8,01","1030815,947","900521,4526","40393,18"
Lindóia,3527009,lindoiano,LUIZ CARLOS SCARPIONI ZAMBOLIM,"48,756",7980,"137,67","97,4","0,742","28,57","32919,82535","30620,69173","21407,13"
Lins,3527108,linense,EDGAR DE SOUZA,"570,058",78013,"124,98","98,4","0,786","10,66","204526,5155","182873,7478","46402,67"
Lorena,3527207,lorenense,FABIO MARCONDES,"414,16",88706,"199,29","97,2","0,766","7,92","203443,3816","187990,7579","27729,79"
Lourdes,3527256,lourdense,GISELE TONCHIS,"113,94",2289,"18,71","98,4","0,742","90,91","14174,37069","12043,96269","17116,41"
Louveira,3527306,louveirense,NICOLAU FINAMORE JUNIOR,"55,133",48885,"673,37","97,3","0,777","15,04","474676,1141","383525,3783","300639,4"
Lucélia,3527405,luceliense,CARLOS ANANIAS CAMPOS DE SOUZA JUNIOR,"314,81",21747,"63,17","99,4","0,752","5,85","54482,53775","44593,98147","19958,94"
Lucianópolis,3527504,lucianopolense,HUMBERTO ZANINOTO MALDONADO,"189,536",2394,"11,85","99,1","0,733","35,71","16106,81847","12906,07153","20494,96"
Luís Antônio,3527603,luís-antoniense,GABRIEL CARVALHAES ROSATTI,"598,257",14947,"18,85","99,4","0,731","26,6","72400,55207","60721,43339","94395,57"
Luiziânia,3527702,luiziano,RICARDO MATHIAS BERTAGLIA,"166,576",5790,"30,2","92,8","0,702","17,54","17628,60665","15679,586","12539,7"
Lupércio,3527801,lupercense,ANEZIO KEMP,"155,171",4584,"28,18","94,5","0,724","45,45","17166,49454","16094,20027","15201,35"
Lutécia,3527900,luteciano,EDUARDO GIROTTO,"475,226",2649,"5,71","93,7","0,72","23,26","17603,81229","14802,29419","34162,21"
Macatuba,3528007,macatubense,MARCOS DONIZETI OLIVATTO,"224,514",17163,"72,19","99,3","0,77","15,63","74107,33272","62454,57101","35562,72"
Macaubal,3528106,macaubalense,WANDERLEI MELHADO GUIZZI,"248,087",8120,"30,88","97,9","0,743","22,22","24363,14069","21438,26452","19851,42"
Macedônia,3528205,macedoniense,LUCILENE CABREIRA GARCIA MARSOLA,"327,567",3698,"11,18","99,3","0,74","41,67","21297,58123","18452,17525","20349,57"
Magda,3528304,magdense,VIVIANE APARECIDA CASELLI VITAL,"312,282",3119,"10,27","96,5","0,753","31,25","23503,51894","20815,79342","33459,05"
Mairinque,3528403,mairinquense,OVÍDIO ALEXANDRE AZZINI,"210,149",47150,"205,53","96,9","0,743","11,9","151739,806","154356,7939","36639,11"
